institution;matched_instId
university of washington evans school;11
idaho state university;374
university of north carolina- greensoboro;354
university of southern california - sppd;23
massachusetts institute of technology (mit)ury theological seminary;13
georgetown university (sfs);119
harvard graduate school of engineering and applied sciencesard;34
boston college carroll school of management;104
harvard university kennedy school of government;34
american university school of international service (sis);197
temple university, tyler school of art;94
university of michigan ford school of public policy;17
harvard university - kennedy school of government;34
harvard school of government;34
york university (toronto);329
new york university (nyu), tisch;138
georgetown university school of foreign service (sfs);119
indiana university - bloomingtonna;219
emory university - rollins school of public health;78
uni of washington seattle;11
brandeis university university;136
university of north carolina greensboro;354
harvard jfk school of government;34
georgetown university school of foreign service (sfs)on university;119
mercy college- dobbs ferry;209
toledo;364
london school of economics and political science;238
loyola college in maryland;342
new york university i;138
york univesity;329
york university canada;329
seton hall university;359
university of toronto, oise;64
virginia tech (waac);121
george washington university - elliott school;97
york university, toronto;329
the university of iowa (tippie);113
the universty of texas at austin;19
university of illinois urbana champaign (uiuc;25
northeastern univers;33
american university school of public affairs (spa);197
university california berkeley;47
fsu;145
university of â virginia;57
purdue (krannert);36
harvard school of engineering and applied sciences;34
mit media lab;13
new york university- steinhardt;138
stony brook university brook university;184
cornell ilr;7
state univiersity of souther connectivicut;149
universty of vermont;265
university of pennsylvania (penn design);21
american university (sis)iversity;197
southern connecticut state university;149
dartmouth medical school;196
university of colorado - boulder (leeds);83
cuny-graduate center;137
york university toronto;329
stanford civil engineering;3
university of washington(seattle);11
georgia institue of technology;9
ut - austin;19
nyu ifa;138
u of waterloo;131
hunter college cuny;137
montclair state university;258
the university of texas at austins at austin;19
loyola marymount university;343
cornell biochemistry;7
state university of new york-albany;289
university of illinois at urbana - champaign;25
the university of oregon;85
texas a&m university - college station (tamu);228
state university of new york stony brook;184
university of california, san diego (ucsd) rady school of management;40
1											brandeis university									1	brandeis university;136
carnegie mellon  university (cmu);1
kean university;285
university of florida, gainesville;140
dartmouth college (thayer school of engineering);196
university of maryland college park (umcp);27
cincinnati childrens medical center;182
university of buffalo suny;183
ut at dallas;302
georgetownon university;119
university of maryland - college park of business - university of maryland;27
university of miami,fl;218
york;329
suny binghamton university;292
southern new hampshire university;310
university california san diego;40
university of saskatchewan;368
buffalo - suny;183
tufts university, friedman;123
the university of washington, foster, seattle;11
london school fo economics (lse);238
columbia university school of the arts;31
harvard university gsas;34
new york university (steinhardt);138
purdue - west lafayettea university purdue university indianapolis (iupui);221
denver;190
university of california, los angeles (ucla)  - school of public affairs;29
cuny hunter;137
university of virginia - darden school of business;57
city college of new york, cuny;137
eidgenãƒâ¶ssische technische hochschule zãƒâ¼rich (eth);169
u of washington at saint louis;129
queens university belfast;366
university of florida gainesville;140
new york university gsas (nyu);138
valdosta state university;264
the university of denver josef korbel school;190
university of colorado, denver;192
columbia ffseas;31
tufts university - fletcher school of law and diplomacy;123
hawaii pacific university;337
university of texas southwestern medical center dallas;23
university of pennsylvania;21
new york university (nyu), stern;138
michigan state university college of education;117
the rockefeller university;360
tufts university- sackler;123
indiana university school of medicine;219
johns hopkins university - bloomberg school of public health;68
university of denver josef korbel school;190
